Schlüssel;Zusammenfassung;Ursprüngliche Schätzung;Verbleibende Schätzung;Benötigte Zeit;Priorität;Beschreibung
MDK-15429;TAN-Verfahren: TAN-Zuweisung ist möglich ohne Bearbeiter zu sein;14400;0;6300;Medium;"Beim Wechseln von Bearbeiter wird der Button von ""TANs Zuweisen"" nicht deaktiviert."
MDK-15422;CLONE - [Rollen/Rechte] QP_AM_DISPOSITION_SCHÜTZENSWERT Löschen Telefonnummer möglich ohne V-R-20;14400;0;9000;Medium;"Der Nutzer verfügt nur über das Lesen Recht V-R-19, beim Ansprechpartner kann er die Telefonnummer löschen. 

Siehe Anhang"
MDK-15417;CLONE - [Rollen/Rechte] QP_VERANTWORTLICHER_QSQP Einsatzplan bearbeiten ohne Rechte;14400;0;3600;Medium;"Ein Benutzer mit der Rolle kann nicht mit dem Einsatzplan interagieren, da ihm die Rechte fehlen. Trotzdem sieht er die Kachel und kann dort schalten und verwalten wie ihm beliebt. 

Siehe Anhang"
MDK-15407;"CLONE - [Plattform] Schlüsselliste ""artAbwesenheit"" nicht erweiterbar";14400;0;21600;Medium;"Die Schlüsseliste ""Art der Abwesenheit"" ist nicht erweiterbar. Es muss aber möglich sein MDK-spezifische Werte zu ergänzen."
MDK-15406;Erweiterte Suche_Der angelegte Filter wird immer aktiv, Trotz der Sichten-Änderung;14400;0;7200;Medium;"Beschreibung:  

Der angelegte Filter wird nicht gespeichert 

Schritte zur Reproduktion: 

1- Angemeldet als Grosstom 

2- Auf Listenansicht klicken 

3- auf Erweiterte Suche klicken und Zustand und Produkttyp beliebig auswählen 

4- Auf Filter anlegen klicken und ein Name geben 

5- Detail-Ansicht und zurück zu Listen-Ansicht gehen 

Aktuell: 

Der angelegte Filter ist noch aktiv (blau markiert), trotzdem ist die Liste dementsprechend nicht richtig angezeigt 

Erwartet: 

Entweder der Filter nicht aktiv sein soll oder die Liste dementsprechend richtig anzeigen lassen"
MDK-15391;[Qps | Stichprobe Vollstationär DAS] Validatoren anpassen;28800;0;25200;Medium;"*IST*: 

In Teilstichprobe Prüfteam passen die Valdiatoren nicht zur maximalen Anzahl, die zu wählen ist, wenn DIFF_A oder DIFF_B oder DIFF_C > 0 sind. 

*Soll*: 

Die max. Anzahl von 3 zu wählenden Personen soll nur auf die wiederholbaren Fragenkörper Zufallszahl 1, 2 und 3 der Teilstichprobe Prüfteam angewandt werden. Ein zweiter Validator soll prüfen, ob im gesamten Kapitel Teilstichprobe Prüfteam so viele Personen gezählt wurde. wie für Soll ermittelt. 

*Known Bug*: Validator greift nicht im Falle von zu kleinen Subgruppen A,B,C - Sonderfall wurde im Dev-Test entdeckt und für einen späteren Zeitpunkt eingeplant."
MDK-15390;[zentrale Stammdaten] Öffnen Dialog (History) gleicher Datensatz unterschiedliche Versionen macht Probleme;21600;0;46800;Medium;Öffnet man unterschiedliche Zustände bei der Historienansicht nacheinander von dem gleichen Stamdatensatz, dann führt das dazu das Informationen vom letzten Datensatz angezeigt werden, dies kann zu merkwürdigen Zuständen führen. Besser --> Jedes öffnen generiert ein absolut eigenständigen neu generierten Dialog.Aenderungshistory-Dialog bei mehrmaligen Öffnen Probleme
MDK-15383;[Produktdesigner/DSL] Mehrdeutige Benennung von Radiogroup-IDs in Wdh.-Fragekörpern;14400;0;51300;Medium;"*IST:* Radio groups sind nur im wiederholbaren Fragenkörper eindeutig, jedoch nicht in einem Kapitel, welches mehrere wiederholbare Fragenkörper enthält. Ein Anwendungsbeispiel ist der der Bogen _StichprobeVollstationärDAS_ in QPS. 

Produktgenerator: 

[code] 
ueberschrift teilstichprobePruefteam text ""Teilstichprobe Prüfteam – 3 versorgte Personen, ggf. mehr in Abhängigkeit der Differenz Soll/IST der Gesamtstichprobe DAS"" kurzueberschrift ""Teilstichprobe Prüfteam – 3 versorgte Personen"" gliederungsebene ""3"" hilfe spb_das_pruefteam { 
wiederholbarerFragenkoerper fkTeilstichprobePruefteamPZ1 ""Personen für 1. Zufallszahl"" 100 initial 0 { 
[...] 
frageBereich fbEinbeziehungMoeglich ""Einbeziehung möglich"" { 
einfacheAuswahl einbeziehungMoeglich JaNein 
freitext bemerkungEinbeziehung 300 optional 
} 
[...] 
} 

wiederholbarerFragenkoerper fkTeilstichprobePruefteamPZ2 ""Personen für 2. Zufallszahl"" 100 initial 0 { 
[...] 
frageBereich fbEinbeziehungMoeglich ""Einbeziehung möglich"" { 
einfacheAuswahl einbeziehungMoeglich JaNein 
freitext bemerkungEinbeziehung 300 optional 
} 
[...] 
} 
} 
[code] 
{code:html} 
<mdk-ui-question 
[id]=""'question-fb-einbeziehung-moeglich-' + i"" 
question=""Einbeziehung möglich""> 
<mdk-ui-radio-group 
[id]=""'fk-teilstichprobe-a-einbeziehung-moeglich-' + i"" 
[inline]=""true"" 
formControlName=""fkTeilstichprobeAEinbeziehungMoeglich"" 
[radioGroupItems]=""valueset.jaNeinList"" 
itemLabelField=""name"" 
itemValueField=""id"" 
required 
></mdk-ui-radio-group> 
<mdk-ui-input 
[id]=""'bemerkung-einbeziehung-' + i"" 
label="""" 
formControlName=""bemerkungEinbeziehung"" 
maxlength=""300"" 
></mdk-ui-input> 
</mdk-ui-question> 
{code} 

*Soll:* 
Die Ids der Radio Groups soll eindeutig innerhalb des gesamten Bogens sein, damit sich Elemente nicht gegenseitig überschreiben. 
"
MDK-15380;"[Qps | Stichprobe Vollstationär DAS] Deaktivieren des Knopfes ""Weiteres""";28800;0;8100;Medium;"Wenn ein Prüfer in einem Kapitel bereits die erforderliche Anzahl an Personen selektiert hat, dann soll es nicht möglich sein, weitere Personen zu erfassen und der ""Weiteres""-Button wird deaktiviert. Das gilt für die Kapitel Teilstichprobe A, B, C und Prüfteam."
MDK-15372;"CLONE - [HKP] EHB Person, 10.11: Schreibfehler ""geräteausstattung""";14400;0;1800;Medium;"Schreibefehler von ""geräteausstattung"" gehört groß - 2 x einmal in der Frage und in der Überschrift"
MDK-15370;CLONE - [QPs] Produkterstellung PB A, 1.2: Fehlerhafte Pflichtfeldlogik (Informationserfassung);14400;0;8100;Medium;"Bei fehlenden bzw. unvollständigen Angaben unter „Größe“ und/oder „Gewicht“ wird keines der Textfelder zum Pflichtfeld (Laut dem „Konzept Prüfbogen A zur Beurteilung der personenbezogenen Versorgung“ soll bei fehlenden bzw. unvollständigen Angaben ein Freitext unter ""Zusatzfeld [Freitextfeld]"" Pflicht“ sein). 


Gewünschtes Verhalten: Nach aktueller Abstimmung soll bei fehlenden bzw. unvollständigen Angaben unter „Größe“ und/oder „Gewicht“ das Textfeld „Hinweise auf eine Gewichtsabnahme“) zum Pflichtfeld werden."
MDK-15369;CLONE - [AM] Planungselement wiederherstellen für anderen Nutzer auch mit Umweg nicht möglich - mehrere Bugs;14400;0;12600;Medium;"das ist passiert: 

Nutzer 2 (knopmar) kann das Planungselement nicht wiederherstellen - Button ist ausgegraut. (Bearbeiter= theobaldann.) 

!image-2020-10-29-15-44-52-836.png|width=646,height=171! 

Nutzer 2 klickt auf ""mir zuweisen"" und bestätigt mit ""ja"": Auftrag erhält für Nutzer 2 sichtbar den Bearbeiter knopmar und der Auftrag verschwindet aus der BearbeiterFilterEinstellung ""theobaldann"". 

Der Bearbeiter ""knopmar"" ist in der Filtereinstellung Bearbeiter nicht anwählbar, da nicht vorhanden (sowohl für Nutzer 1, als auch Nutzer 2): 

!image-2020-10-29-15-39-31-545.png! (auch nach dem Scrollen nach unten ist knopmar nicht da) 

Nutzer 2 sieht jedoch in der Einsatzplanungsliste das: (Zustand zugewiesen, selbst Bearbeiter + Prüfdatum) 

!image-2020-10-29-15-34-27-834.png! 

Nutzer 1 sieht in seiner Liste jedoch folgendes: 

!image-2020-10-29-15-41-44-889.png|width=775,height=92! 

klickt Nutzer 1 dann auf die Auftragdetails, sieht er das (Bearbeiter knopmar):  

!image-2020-10-29-15-49-08-285.png|width=282,height=253! 

Nutzer 2 sieht beim Klicken in der Auftragsliste folgende Fehlermeldung: 

!image-2020-10-29-15-42-50-796.png! 

Während dieser merhminütigen Bugverfassung konnte Nutzer 2 plötzlich ""Planungsaufgabe wiederherstellen"" anklicken (nicht mehr grau) - Performance?????????? 

 "
MDK-15367;CLONE - [HKP] EHB Einrichtung, 1.2m: Warnhinweis kann nicht übersteuert werden;14400;0;33900;Medium;"EHB-Einrichtung 1.2. m 

Wenn das Datum vor Abschluss des Versorgungsvertrag ist erscheint ein Warnhinweis der nicht übersteuert werden kann - siehe Screenshot. 

*Lösungsvorschlag 1:* Feld ist übersteuerbar. 

*Lösungsvorschlag 2:* Nur noch Fehlermeldung wenn Datum in der Zukunft liegt (dies wird priorisiert). 

  

*Nachtrag DEV:* 

Der Fehler tritt auch in SGB-XI bei den Feldern 1.2l und 1.2m auf und sollte auch dort behoben werden. Siehe Kommentare für weitere Anmerkungen."
MDK-15365;CLONE - [AM] Aus- und Wiedereinplanen GA über Gutachterkalender wird nicht sofort aktualisiert;14400;0;11700;Medium;"Im Gutachterkalender kann bei Änderung eines terminierten, Planungselement wiederhergestellten Auftrags der Gutachter nicht ”gelöscht” und gleich wieder(mit einer anderen) Zuständigkeit ausgewählt werden – nach dem Löschen des Gutachters, ist weiterhin ein Label vorhanden, jedoch weiß und nicht anklickbar. Erst nach Speichern der Planungsaufgabe und neuem Öffnen, ist das Label verschwunden und der Gutachter wieder wählbar - der Vorgang muss schneller gehen, da beim versehentlichen Verklicken des Gutachters oder Änderung der Zuständigkeit (Tausch HG/NG) u viele Klicks nötig sind, jeder Klick kann einen Fehler verursachen!  

erwartet: Gutachter wird über Mülleimer im Kalender gelöscht und ist direkt wieder als verfügbar (grün wie die anderen) dargestellt und auswählbar OHNE dass erst eine Speicherung des Planungselements erfolgen muss."
MDK-15364;CLONE - [QPs] Produkterstellung PB B, 5.1-5.5: Ankreuzoptionen Defizite nicht wie konzipiert umgesetzt;14400;0;2700;Medium;"Prüfbogen B 5.1 – 5.5: 
!image-2020-11-04-12-03-12-586.png|thumbnail! !image-2020-11-04-12-05-03-397.png|thumbnail! Die Ankreuzoptionen „keine Defizite festgestellt“ und „Defizite festgestellt (bitte angeben)“ sind nicht wie konzipiert als Ankreuzfelder sondern als Drop Down umgesetzt, dies ist ungünstig, da der Gutachter nicht auf den ersten Blick darauf hingewiesen wird, welche Aktion hier erforderlich ist; zudem ist unnötigerweise jeweils 1 Klick mehr zur Beantwortung der Fragen erforderlich. 

Erwartetes Verhalten: Umsetzung der konzipierten Ankreuzfelder (siehe Konzept Prüfbogen B, S. 60 – 68 sowie QPR)"
MDK-15361;CLONE - [QPs] Produkterstellung PB B, D.15: Fehlerhafte Bezeichnung;14400;0;7200;Medium;"Prüfbogen B, D.15.: 
Bezeichnung ""Datum Inbetriebnahme des Pflegeeinrichtung"" fehlerhaft, 

Erwartetes Verhalten: laut Konzept Prüfbogen B, S. 2 und QPR: ""Datum Inbetriebnahme der stationären Pflegeeinrichtung"""
MDK-15356;CLONE - [HKP] Editor verändert die Größe falsch;14400;0;22500;Medium;"Der Editor verhält sich nicht korrekt. Statt sich vertikal zur vergrößern , erfolgt die Vergrößerung bei Texteingabe von (202 Zeichen) in horizontaler Form. Dies führt dazu, dass MDC sich horizontal vergrößert alle Antwortmöglichkeiten rutschen nach rechts (Beispiel EHB zur Einrichtung 1.2). Eine Bearbeitung ist dann dadurch nicht mehr möglich, da es keine horizontale Scroll-Funktion gibt.  

Dies ist ein grundsätzliches Problem."
MDK-15355;CLONE - [QPs] PDF-Prüfbericht: Gutachtennummer und Auftragsnummer vertauscht;14400;0;2700;Medium;"In der Kopfzeile des Prüfberichtes (PDF) sind die Gutachtennummer und die Auftragsnummer vertauscht (siehe Nachweis). 

Erwartetes Verhalten: 
Korrekte Angaben zu Gutachtennummer und Auftragsnummer im Prüfbericht. 
"
MDK-15354;CLONE - [QPs] PDF-Prüfbericht: fehlende Qualitätsaussagen;14400;0;16200;Medium;"In Kapitel 3 (1.1 – 4.4) und Kapitel 4 (Bereich 5) fehlen die Qualitätsaussagen (nur Überschriften vorhanden - siehe Nachweis). In Kapitel 4 (Bereich 6) sind die Qualitätsaussagen korrekter Weise vorhanden. 

Erwartetes Verhalten: 
Qualitätsaussagen werden an allen definierten Stellen übernommen. 
"
MDK-15353;CLONE - [QPa] Navigationsleiste;14400;0;6300;Medium;9.27 + 10.37 verwendete Materialien fehlen als Anzeige auf der Navigationsleiste
MDK-15352;CLONE - [Rollen/Rechte] QP_TEAMLEITUNG_EXTERNE_QS V-R-23-3 greift nicht vollständig;14400;0;43200;Medium;"Der Benutzer verfügt über das V-R-23-3 Recht und besitzt einen Mitarbeiter wo er direkt die Führungskraft ist und einen Mitarbeiter wo er über die Orga die Führungskraft ist. 

Die Kalender werden korrekt angezeigt. 

Bei dem Mitarbeiter wo er über die Orga die Führungskraft ist, passiert beim Klicken in ein Datum nichts, es öffnet sich kein Dialog Fenster. 
Bei dem wo er direkt die Führungskraft ist, klappt es."
MDK-15351;CLONE - [QPs] Prüfbericht Kapitel 3 - unvollständige Ergebnisanzeige;14400;0;9000;Medium;"aufgrund von ungenügend Platz bzw. fehlendem Zeilenumbruch werden in den Spalten zum Teil nicht alle Ergebnisse angezeigt, insbesondere in den Spalten A) und C) werden nur 3 Bewertungen angezeigt (siehe Nachweis) 

Erwartetes Verhalten: 
Anzeige aller übernommenen Ergebnisse in allen Spalten. Dazu sind erweiterbare Felder erforderlich, da insbesondere bei Anlassprüfungen u. U. sehr viele Personen (>20) pro Feld abzubilden sind."
MDK-15347;CLONE - [QPs] Anhang Prüfbericht, Prüfbögen A: fehlerhafte Navigation;14400;0;1800;Medium;"Im Anhang zum Prüfbericht: Prüfbögen A funktioniert die Navigationsleiste nur beim ersten Prüfbogen A (und auch hier nur für die übergeordneten Bereiche ""Allgemeine Angaben"" sowie 1 - 4, beim Anklicken der Unterbereiche (z .B. 2.2.0 - 2.2.5) werden die entsprechenden Bereiche nicht aufgerufen). Beim Anklicken der weiteren (in diesem Fall 8) Erhebungsbögen wird jeweils der Beginn des ersten Prüfbogens aufgerufen. Dadurch besteht ein erheblicher Mehrzeitaufwand beim Durchschauen der Prüfbögen 2 - 8. Weiterhin ist in der Navigationsleiste die Nummerierung der Unterfragen zu Kapitel 3 falsch (siehe Nachweis). 

Erwartetes Verhalten: 
In der Navigationsleiste angeklickte Bereiche werden aufgerufen. 
Korrekte Nummerierung der Unterfragen zu Kapitel 3 mit 3.3.1, 3.3.2 und 3.3.3."
MDK-15346;Beteiligte: Übernahme von Stammdaten (Auftraggeber) fehlerhaft;14400;0;18900;Medium;"Sobald Stammdaten eines Auftragsgeber manuell übernommen werden, liefert das Backend den Auftraggeber zweimal zurück. 
Scheinbar funktioniert das Löschen der VoABeteiligten nicht mehr bei der Übernahme. 

Ein Symptom hier von: 

java.lang.IllegalStateException: Duplicate key de.mdk.bs.vw.aufvw.modules.plattform.beteiligte.domain.AenderungsantragReference@4e46dbef 
at java.util.stream.Collectors.lambda$throwingMerger$0(Collectors.java:133) ~[na:1.8.0_232] 
at java.util.HashMap.merge(HashMap.java:1254) ~[na:1.8.0_232] 
at java.util.stream.Collectors.lambda$toMap$58(Collectors.java:1320) ~[na:1.8.0_232] 
at java.util.stream.ReduceOps$3ReducingSink.accept(ReduceOps.java:169) ~[na:1.8.0_232] 
at java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:175) ~[na:1.8.0_232] 
at java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:175) ~[na:1.8.0_232] 
at java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:175) ~[na:1.8.0_232] 
at java.util.Iterator.forEachRemaining(Iterator.java:116) ~[na:1.8.0_232] 
at java.util.Spliterators$IteratorSpliterator.forEachRemaining(Spliterators.java:1801) ~[na:1.8.0_232] 
at java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:482) ~[na:1.8.0_232] 
at java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:472) ~[na:1.8.0_232] 
at java.util.stream.ReduceOps$ReduceOp.evaluateSequential(ReduceOps.java:708) ~[na:1.8.0_232] 
at java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:234) ~[na:1.8.0_232] 
at java.util.stream.ReferencePipeline.collect(ReferencePipeline.java:566) ~[na:1.8.0_232] 
at de.mdk.bs.vw.aufvw.modules.plattform.auftrag.auftragsbasis.services.stammdaten.uebernahme.BeteiligterUpdateByStammdatenService.getOffeneAntraegeMap(BeteiligterUpdateByStammdatenService.java:160) ~[classes!/:na] 
at de.mdk.bs.vw.aufvw.modules.plattform.auftrag.auftragsbasis.services.stammdaten.uebernahme.BeteiligterUpdateByStammdatenService.aenderungenUebernehmenFor(BeteiligterUpdateByStammdatenService.java:83) ~[classes!/:na] 
at de.mdk.bs.vw.aufvw.modules.plattform.auftrag.auftragsbasis.services.stammdaten.uebernahme.BeteiligterUpdateByStammdatenService.aenderungenUebernehmenFor(BeteiligterUpdateByStammdatenService.java:71) ~[classes!/:na] 
at de.mdk.bs.vw.aufvw.modules.plattform.auftrag.auftragsbasis.services.stammdaten.uebernahme.BeteiligterUpdateByStammdatenService$$FastClassBySpringCGLIB$$a9c22068.invoke(<generated>) ~[classes!/:na] 
at org.springframework.cglib.proxy.MethodProxy.invoke(MethodProxy.java:218) ~[spring-core-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.invokeJoinpoint(CglibAopProxy.java:771) ~[spring-aop-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163) ~[spring-aop-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749) ~[spring-aop-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.transaction.interceptor.TransactionAspectSupport.invokeWithinTransaction(TransactionAspectSupport.java:367) ~[spring-tx-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.transaction.interceptor.TransactionInterceptor.invoke(TransactionInterceptor.java:118) ~[spring-tx-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186) ~[spring-aop-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749) ~[spring-aop-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:691) ~[spring-aop-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at de.mdk.bs.vw.aufvw.modules.plattform.auftrag.auftragsbasis.services.stammdaten.uebernahme.BeteiligterUpdateByStammdatenService$$EnhancerBySpringCGLIB$$a6768729.aenderungenUebernehmenFor(<generated>) ~[classes!/:na] 
at de.mdk.bs.vw.aufvw.modules.plattform.auftrag.auftragsbasis.services.stammdaten.uebernahme.api.StammdatenUebernahmeController.stammdatenUebernehmen(StammdatenUebernahmeController.java:36) ~[classes!/:na] 
at de.mdk.bs.vw.aufvw.modules.plattform.auftrag.auftragsbasis.services.stammdaten.uebernahme.api.StammdatenUebernahmeController$$FastClassBySpringCGLIB$$da22b0dd.invoke(<generated>) ~[classes!/:na] 
at org.springframework.cglib.proxy.MethodProxy.invoke(MethodProxy.java:218) ~[spring-core-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.invokeJoinpoint(CglibAopProxy.java:771) ~[spring-aop-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163) ~[spring-aop-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749) ~[spring-aop-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.transaction.interceptor.TransactionAspectSupport.invokeWithinTransaction(TransactionAspectSupport.java:367) ~[spring-tx-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.transaction.interceptor.TransactionInterceptor.invoke(TransactionInterceptor.java:118) ~[spring-tx-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186) ~[spring-aop-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749) ~[spring-aop-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.security.access.intercept.aopalliance.MethodSecurityInterceptor.invoke(MethodSecurityInterceptor.java:69) ~[spring-security-core-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186) ~[spring-aop-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749) ~[spring-aop-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:691) ~[spring-aop-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at de.mdk.bs.vw.aufvw.modules.plattform.auftrag.auftragsbasis.services.stammdaten.uebernahme.api.StammdatenUebernahmeController$$EnhancerBySpringCGLIB$$9c9f6ec2.stammdatenUebernehmen(<generated>) ~[classes!/:na]"
MDK-15345;CLONE - [QPs] Wiederholungsprüfung, fehlende Übernahme von Informationen in den Prüfbericht;14400;0;23400;Medium;"Die vorbelegten Informationen in den Bemerkungsfeldern des Prüfbogens B, Kapitel 6, werden nicht in den Prüfbericht übernommen (siehe Nachweis). 

Erwartetes Verhalten: 
Übernahme von Einträgen in den Bemerkungsfeldern Prüfbogen B, Kapitel 6, in den Prüfbericht."
MDK-15339;CLONE - [Rollen/Rechte] QP_AZUBI QPa SGB XI verschwinden die Anlagen in den Produktbausteinen;14400;0;16200;Medium;"Ich habe in Qpa SGB XI an jeden Produktbaustein eine Anlage gehangen. Nach der Freigabe und des Erzeugen des Prüfberichtes sind alle Anlagen nicht mehr sichtbar. (siehe Anhang) 

Ein Vorher Foto habe ich nicht."
MDK-15338;CLONE - [Rollen/Rechte] [FE] V-R-43 Dokumente lesen nicht möglich;14400;0;9900;Medium;"Rollen die mit dem Recht V-R-43 über die Zuständigkeit ausgestattet sind, können Anlagen zwar in der Tabelle sehen aber nicht das Dokument ansehen. Der Link mit den 3 Punkten fehlt komplett. 

Siehe Anlage"
MDK-15335;CLONE - [Rollen/Rechte] QP_TEAMLEITUNG_EXTERNE_QS nur mit V-R-55 auch Änderungen möglich;14400;0;9900;Medium;"Benutzer mit der Rollen verfügen nur über das Recht V-R-55, dieser kann aber auch ohne V-R-53 Änderungen an den Regionen vornehmen. 

siehe Anhang"
MDK-15332;CLONE - [QPs] Prüfbericht (PDF), Anhang Prüfbögen A: 2.3. fehlerhafte Übernahme der Wundbeschreibung;14400;0;23400;Medium;"Bei der Übernahme der Wundbeschreibung aus dem Prüfbogen A (P5) in den Prüfbericht (Anhang Prüfbögen A) traten folgende Fehler auf: 
- Angaben zur Lokalisation ""links/rechts fehlen"" (sowohl bei Wunde 1 als auch Wunde 2) 
- J) doppelte Übernahme der angekreuzten Optionen ""teilweise"" und ""vollständig"" (Wunde 1) 
- G) doppelte Übernahme der angekreuzten Optionen ""hart"" und ""schmerzhaft"" (nur Wunde 2; bei Wunde 1 wurde die gleiche Konstellation korrekt übertragen) 

Erwartetes Verhalten: 
Korrekte Übernahme der Daten aus der Produktbasis Prüfbericht in das Produktergebnis 
"
MDK-15326;[Export Auftragsliste] Sortierung nach PE-Namen erfolgt nicht;14400;0;6300;Medium;"Der Export von Auftragslisten ist primär nach PLZ und sekundär nach dem Namen der jeweiligen zu prüfenden Pflegeeinrichtung zu sortieren. Die Sortierung nach PLZ erfolgt, die Sortierung nach Namen erfolgt nicht. Die jahresabhängige Umschaltung zwischen ASC und DESC erfolgt auch. 

 "
MDK-15322;CLONE - [AM/Gutachtersicht] Filterung des Gutachterkalenders nach Zeitraum 8 Wochen;14400;0;21600;Medium;"Nutzer Nina Wald 

Kalenderstartdatum 02.11.2020 

Wochenanzeige 8 

Es werden nur 6 Wochen angezeigt, es gibt keine Scrollmöglichkeit um die fehlenden 2 Wochen anzuzeigen 

Die 8 Wochen müssen angezeigt werden 

 "
MDK-15316;CLONE - [QPa] Wiederholungsprüfung: Vollständigkeitsanzeige Zufriedenheit;14400;0;18300;Medium;"Im Rahmen der Wiederholungsprüfung wird die Zufriedenheitsbefragung nicht durchgeführt. 

Eine Bearbeitung der Fragen ist nicht möglich (richtiges Verhalten) und in der Kapitelzusammenfassung steht der Satz ""Im Rahmen der Wiederholungsprüfung fand keine Zufriedenheitsbefragung statt"" (richtiges Verhalten) 

Trotzdem wird Kapitel 18 in der Navigationsleiste als nicht vollständig angezeigt - Warnhinweis wird angezeigt. (siehe Anhang/Beweis) 

*Erwartetes Ergebnis:* Vollständigkeit muss angezeigt werden, wenn Kap. 18 nicht bearbeitbar sein soll (Wiederholungsprüfung) 

  

Bei eingeschalteter Validierung könnte es dazu führen, dass der Prüfbericht nicht freigegeben werden kann."
MDK-15313;CLONE - [AM/Gutachtersicht] unpassende Gutachter werden dennoch angezeigt;14400;0;10800;Medium;"Vorgang: 

Planungsaufgabe erstellt, vollstationären Auftrag ausgewählt 

Im Gutachterkalender ausgewählt ""nicht passende Gutachter ausblenden"", Startdatum 3.11.20 

Pusch (Abrechnungsassistent für ambulante Prüfaufträge) ist am 3. und 6.11. für andere Prüfungen verplant 

SOLL: 

Pusch (Abrechnungsassistent s. Screenshot) erscheint nicht in der Gutachterliste 

IST: Pusch ist zwar grau hinterlegt und nicht wählbar, wird jedoch angezeigt 

  

weitere ISTs: 
* stellt man im Kalender den 9.11. ein, so wird Pusch ausgeblendet 
* beide Dinge tauchen auf oder auch nicht unabhängig davon, ob das Planungselement mit Pusch gespeichert/abgeschlossen ist oder auch keines von beiden 

Das bedeutet, dass immer alle Gutachter angezeigt werden, egal ob sie passen oder nicht - nur weil sie bereits irgendwann im Laufe des eingestellten Anzeigezeitraums (4 Wochen + Startdatum) verplant sind. 

Somit hat das Ausblenden (Checkbox oben) keine alltagstaugliche Funktion - denn bei einer Umplanung sind in der Regel alle Gutachter ausgelastet und schon irgendwann verplant 

Bei einer Neuplanung bedeutet dies, dass das AM immer mindestens einen Tag weiter das Startdatum eingeben muss, damit verplante unpassende Gutachter tatsächlich nicht angezeigt werden - so nicht alltagstauglich."
